GIS_ID,DESCRIPTION,ASSET_CLASS,ASSET_TYPE,MODEL_NO,MODEL_DESCR,DIVISION,COMPANY,LOCATION_DESC,CONDITION_RATING,EVALUATION_DATE,EASTING,NORTHING,UploadDate,CoordinateLocation
1586057,Floral Crate/Planter Box - Long Planter Box,Outdoor Furniture,Floral Crate/Planter Box,200601-002,Floral Crate/Planter Box - Long Planter Box,Infrastructure and Assets,City of Melbourne,"Lygon Street between Queensberry Street and Argyle Place South approximately 7m NW of Da Guido, 128-130 Lygon Street, Carlton, 3053",4.0,2018-01-10,320979.59,5813985.13,2021-08-14,"-37.80398507331948, 144.96648926270174"
1586950,Picnic Setting - Urban Design Style - Newmarket Reserve,Outdoor Furniture,Picnic Setting,201401-001,Picnic Setting - Urban Design Style,Parks and City Greening,City of Melbourne,"Newmarket Reserve approximately 42m NW of Lynchs Bridge Historic Precinct, Lynchs Bridge Historic Precinct, 1A Smithfield Road, Kensington, 3031",4.0,2019-09-16,317224.96,5815680.86,2021-08-14,"-37.78796738858408, 144.92429309174094"
1579575,Bollard - Aluminium Bollard - Rectangular,Outdoor Furniture,Bollard,200401-003,Bollard - Aluminium Bollard - Rectangular,Infrastructure and Assets,City of Melbourne,"Collett Street between Smith Street and Parsons Street approximately 8m NW of 39 Smith Street, Kensington, 3031",3.18,2021-04-30,318023.82,5815315.21,2021-08-14,"-37.79142037568813, 144.9332682380601"
1588687,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,"Station Street between Palmerston Street and Kay Street approximately 5m SW of 64 Station Street, Carlton, 3053",2.5,2021-04-30,321645.91,5814872.48,2021-08-14,"-37.796122599079666, 144.97427208938493"
1588693,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,"Station Street between Palmerston Street and Kay Street approximately 5m West of 70 Station Street, Carlton, 3053",2.5,2021-04-30,321647.67,5814891.54,2021-08-14,"-37.79595125852437, 144.97429675770323"
1589222,Barbeque - Urban Design Double Hotplate - Royal Park,Outdoor Furniture,Barbeque,201201-002,Barbeque - Urban Design Double Hotplate,Parks and City Greening,City of Melbourne,"Royal Park approximately 49m NW of Parkville House Inc, 32 Gatehouse Street, Parkville, 3052",4.0,2019-11-09,319675.94,5814897.44,2021-08-14,"-37.79551100378923, 144.9519166390474"
1596600,Tree Guard - Elliptical Tree Guard,Outdoor Furniture,Tree Guard,031101-001,Tree Guard - Elliptical Tree Guard,Infrastructure and Assets,City of Melbourne,"Peel Street between Victoria Street and Princess Street approximately 3m SE of 111 Peel Street, North Melbourne, 3051",4.0,2019-04-04,320046.87,5813802.83,2021-08-14,"-37.80544380490409, 144.95585530431143"
1596601,Tree Guard - Elliptical Tree Guard,Outdoor Furniture,Tree Guard,031101-001,Tree Guard - Elliptical Tree Guard,Infrastructure and Assets,City of Melbourne,"Peel Street between Victoria Street and Princess Street approximately 3m SW of Ms Studio, 118 Peel Street, North Melbourne, 3051",4.0,2019-04-04,320084.49,5813818.1,2021-08-14,"-37.80531367419801, 144.95628618398547"
1597168,Bollard - Concrete Filled Bollard - White,Outdoor Furniture,Bollard,200401-030,Bollard - Concrete Filled Bollard - White,Infrastructure and Assets,City of Melbourne,"St Kilda Road between Southbank Boulevard and Grant Street approximately 54m NE of 3 Grant Street, Southbank, 3006",2.99,2021-04-30,321409.9,5811680.78,2021-08-14,"-37.8248258084613, 144.97080609839588"
1597169,Tree Guard - Elliptical Tree Guard,Outdoor Furniture,Tree Guard,031101-001,Tree Guard - Elliptical Tree Guard,Infrastructure and Assets,City of Melbourne,"Russell Place between Bourke Street and Little Collins Street approximately 1m West of CoRLection, 20 Russell Place, Melbourne, 3000",4.0,2018-10-20,321077.63,5812917.04,2021-08-14,"-37.813625117258304, 144.96733844497084"
1597366,Bollard - Round High Visibility Bollard - Royal Park,Outdoor Furniture,Bollard,200401-107,Bollard - Round High Visibility Bollard,Parks and City Greening,City of Melbourne,"Royal Park approximately 68m West of Royal Park Brunswick Cricket Club Inc, Western Pavilion, Royal Park, 776 Park Street, Parkville, 3052",4.0,2019-05-09,319776.07,5816901.03,2021-08-14,"-37.77748350235877, 144.95355116617267"
1597896,Bollard - Cast Aluminium Bollard - Fin Type,Outdoor Furniture,Bollard,200401-011,Bollard - Cast Aluminium Bollard - Fin Type,Infrastructure and Assets,City of Melbourne,"Cohen Place from Little Bourke Street approximately 17m South of Chinese Museum, The Museum Of Australian Chinese History, 20-24 Cohen Place, Melbourne, 3000",3.1,2021-04-30,321230.48,5813219.85,2021-08-14,"-37.810927498520584, 144.96914864991624"
1579572,Bollard - Aluminium Bollard - Rectangular,Outdoor Furniture,Bollard,200401-003,Bollard - Aluminium Bollard - Rectangular,Infrastructure and Assets,City of Melbourne,"Collett Street between Smith Street and Parsons Street approximately 7m SE of Valetta, 42 Parsons Street, Kensington, 3031",3.18,2021-04-30,318035.06,5815453.78,2021-08-14,"-37.7901744668621, 144.93343059391432"
1579594,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Reeves Street between Rathdowne Street and Drummond Street approximately 10m North of Reeves Street Park, 21 Reeves Street, Carlton, 3053",2.89,2021-04-30,321294.39,5815180.39,2021-08-14,"-37.79328038165109, 144.9703577689533"
1600053,Litter Bin - Steel 80 L Litter Bin - Royal Park,Outdoor Furniture,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Parks and City Greening,City of Melbourne,"Royal Park approximately 43m North of Royal Park Railway Station, Poplar Road, Parkville, 3052",3.0,2019-05-09,319614.46,5816528.3,2021-08-14,"-37.78080897574652, 144.95162447464014"
1600194,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,"Aurora Lane between Collins Street and Wurundjeri Way approximately 77m North of V/Line Pty Ltd, 8 Village Street, Docklands, 3008",2.56,2021-04-30,319689.23,5812104.17,2021-08-14,"-37.8206737855355, 144.95137222720328"
1600521,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Neill Street Reserve,Outdoor Furniture,Drinking Fountain,200501-014,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,Parks and City Greening,City of Melbourne,"Neill Street Reserve approximately 73m NW of 180 Rathdowne Street, Carlton, 3053",4.0,2019-09-24,321295.34,5815005.0,2021-08-14,"-37.794860401126186, 144.97032531494713"
1600539,Seat - Straight Seat - Wooden Battens - Type 2 - Neill Street Reserve,Outdoor Furniture,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,Parks and City Greening,City of Melbourne,"Neill Street Reserve approximately 31m NW of Church Of All Nations, Church, 178-204 Palmerston Street, Carlton, 3053",3.0,2019-09-25,321143.56,5814905.51,2021-08-14,"-37.79572685532791, 144.96857788896"
1600547,Seat - Straight Seat - Wooden Battens - Type 2 - Neill Street Reserve,Outdoor Furniture,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,Parks and City Greening,City of Melbourne,Neill Street Reserve,3.0,2019-09-24,321236.06,5814963.67,2021-08-14,"-37.795221083883945, 144.96964222598237"
1606576,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Waste and Recycling,City of Melbourne,"Flinders Lane between Russell Street and Swanston Street approximately 12m West of Melbourne Anglican Trust Corporation, Gnd, Part  Mezz & Part Level 2-3, 205 Flinders Lane, Melbourne, 3000",1.45,2021-04-30,321107.09,5812617.9,2021-08-14,"-37.816325394409354, 144.96759903567659"
1606731,Bollard - Aluminium Bollard - Rectangular,Outdoor Furniture,Bollard,200401-003,Bollard - Aluminium Bollard - Rectangular,Infrastructure and Assets,City of Melbourne,"Liverpool Street between Bourke Street and Little Bourke Street approximately 14m North of Bamboo House, 23 Liverpool Street, Melbourne, 3000",3.1,2021-04-30,321420.57,5813217.64,2021-08-14,"-37.81098460780834, 144.9713063142969"
1606735,Tree Guard - Hardware St Type,Outdoor Furniture,Tree Guard,031101-002,Tree Guard - Hardware St Type,Infrastructure and Assets,City of Melbourne,"Drewery Lane between Lonsdale Street and Little Lonsdale Street approximately 15m SE of Baroq House, Gnd & Bmt, 2 Drewery Place, Melbourne, 3000",4.0,2019-01-02,320790.05,5813167.6,2021-08-14,"-37.81131179096608, 144.96413526315732"
1607083,Tree Guard - Elliptical Tree Guard,Outdoor Furniture,Tree Guard,031101-001,Tree Guard - Elliptical Tree Guard,Infrastructure and Assets,City of Melbourne,"La Trobe Street between Victoria Street and Exhibition Street approximately 28m SE of 2 La Trobe Street, Melbourne, 3000",4.0,2019-04-02,321316.93,5813563.36,2021-08-14,"-37.80785024860769, 144.97021490624172"
1607093,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Faraday Street between Cardigan Street and Swanston Street approximately 24m East of VCS Foundation Ltd, Ground, 265 Faraday Street, Carlton, 3053",2.52,2021-04-30,320852.22,5814587.47,2021-08-14,"-37.79853451325533, 144.96519220286763"
1607125,Tree Guard - Elliptical Tree Guard,Outdoor Furniture,Tree Guard,031101-001,Tree Guard - Elliptical Tree Guard,Infrastructure and Assets,City of Melbourne,"Little Bourke Street between Queen Street and William Street approximately 4m East of The Supreme Court, Supreme Court Extension, 450 Little Bourke Street, Melbourne, 3000",4.0,2018-07-13,320365.7,5812833.33,2021-08-14,"-37.8142393151979, 144.95923445007412"
1607127,Tree Guard - Elliptical Tree Guard,Outdoor Furniture,Tree Guard,031101-001,Tree Guard - Elliptical Tree Guard,Infrastructure and Assets,City of Melbourne,"Little Bourke Street between William Street and King Street approximately 7m SE of 2 Guests Lane, Melbourne, 3000",4.0,2019-01-21,320189.23,5812767.82,2021-08-14,"-37.814794649091674, 144.9572145375612"
1607748,Tree Guard - Hardware St Type,Outdoor Furniture,Tree Guard,031101-002,Tree Guard - Hardware St Type,Infrastructure and Assets,City of Melbourne,"Mitre Lane from Bank Place approximately 16m NW of Mitre Tavern, 5-9 Bank Place, Melbourne, 3000",4.0,2019-01-23,320463.66,5812560.81,2021-08-14,"-37.81671329938701, 144.9602791268093"
1610523,Tree Guard - Elliptical Tree Guard,Outdoor Furniture,Tree Guard,031101-001,Tree Guard - Elliptical Tree Guard,Infrastructure and Assets,City of Melbourne,"Swanston Street between Grattan Street and Faraday Street approximately 34m SW of 700 Swanston Street, Carlton, 3053",4.0,2019-03-15,320740.2,5814408.64,2021-08-14,"-37.80012334631122, 144.96387635429798"
1610554,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Collins Street between Merchant Street and Bourke Street approximately 22m NW of 877 Collins Street, Docklands, 3008",3.16,2021-04-30,318913.34,5812046.19,2021-08-14,"-37.82104240914948, 144.94254754652573"
1610559,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Collins Street between Merchant Street and Bourke Street approximately 4m NE of Winston Serviced Apartments, 891 Collins Street, Docklands, 3008",3.16,2021-04-30,318857.49,5812061.87,2021-08-14,"-37.820890090325356, 144.94191729509708"
1611020,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Victoria Parade between Nicholson Street and Gisborne Street approximately 22m West of Fire Services Museum Of Victoria, 108-122 Victoria Parade, East Melbourne, 3002",4.15,2021-04-30,321751.17,5813511.24,2021-08-14,"-37.808404599234024, 144.97513208097212"
1611043,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Waterfront Way between Footscray Road and Docklands Drive approximately 18m North of Nando's, Ground, 1 Star Circus, Docklands, 3008",2.94,2021-04-30,318518.27,5813046.93,2021-08-14,"-37.811949935853974, 144.9383123610014"
1613433,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Merchant Street between Bourke Street and Collins Street approximately 14m NW of Neo Lemonade, Tenancy 8, Gnd & Mezz, 850 Collins Street, Docklands, 3008",3.16,2021-04-30,319077.98,5812032.06,2021-08-14,"-37.821202336718855, 144.9444134987357"
1617532,Bollard - Timber Bollard,Outdoor Furniture,Bollard,200401-067,Bollard - Timber Bollard,Infrastructure and Assets,City of Melbourne,"Power Street between Queens Bridge Street and City Road approximately 16m North of Central Equity Limited, 38 Power Street, Southbank, 3006",3.02,2021-04-30,320620.05,5811814.95,2021-08-14,"-37.823462351240124, 144.9618700449786"
1617965,Bollard - Timber Bollard,Outdoor Furniture,Bollard,200401-067,Bollard - Timber Bollard,Infrastructure and Assets,City of Melbourne,"The Crescent between Mercantile Parade and Gatehouse Drive approximately 11m NE of Riverside Park, 95 The Crescent, Kensington, 3031",2.8,2021-04-30,316766.23,5814940.36,2021-08-14,"-37.794545388051965, 144.91889947489412"
1631332,Bollard - Timber Bollard - Pearl River Road (DOCKLANDS),Outdoor Furniture,Bollard,200401-067,Bollard - Timber Bollard,Parks and City Greening,City of Melbourne,Pearl River Road between Footscray Road and Docklands Drive,4.0,2019-09-24,318289.3,5813123.82,2021-08-14,"-37.81121181676225, 144.93573203303674"
1631450,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,"Gipps Street between Hoddle Street and Darling Street approximately 5m NW of 27 Gipps Street, East Melbourne, 3002",2.86,2021-04-30,323056.48,5812971.28,2021-08-14,"-37.813522259087826, 144.98981979095794"
1633405,Bicycle Rails - Stainless Steel Bicycle Hoop - Ron Barassi Senior Park,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Parks and City Greening,City of Melbourne,"Ron Barassi Senior Park approximately 82m North of Docklands Sports Club Cafe, Ron Barassi Senior Park, 492-534 Docklands Drive, Docklands, 3008",5.0,2019-09-23,318282.33,5812573.97,2021-08-14,"-37.816163104852606, 144.9355149319996"
1633443,Bollard - Timber Bollard - Ron Barassi Senior Park,Outdoor Furniture,Bollard,200401-067,Bollard - Timber Bollard,Parks and City Greening,City of Melbourne,"Ron Barassi Senior Park approximately 99m North of 534 Docklands Drive, Docklands, 3008",4.0,2019-09-23,318107.44,5812513.12,2021-08-14,"-37.81667636562469, 144.93351391767177"
1633479,Seat - Timber Bench - Ron Barassi Senior Park,Outdoor Furniture,Seat,201101-071,Seat - Timber Bench,Parks and City Greening,City of Melbourne,Ron Barassi Senior Park,4.0,2019-09-20,318204.92,5812597.36,2021-08-14,"-37.81593700980552, 144.93464187816912"
1633625,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,201101-027,Seat - Stainless Steel Straight Seat,Infrastructure and Assets,City of Melbourne,"Lonsdale Street between Swanston Street and Elizabeth Street approximately 12m NW of McDonalds, 275 Swanston Street, Melbourne, 3000",3.4,2021-04-30,320825.23,5813120.59,2021-08-14,"-37.811742138095276, 144.96452305449162"
1637077,Tree Guard - Elliptical Tree Guard,Outdoor Furniture,Tree Guard,031101-001,Tree Guard - Elliptical Tree Guard,Infrastructure and Assets,City of Melbourne,"La Trobe Street between Wurundjeri Way and Harbour Esplanade approximately 14m NE of Peppers Docklands Hotel, 681 La Trobe Street, Docklands, 3008",4.0,2019-03-20,319301.9,5812777.08,2021-08-14,"-37.814536022290106, 144.94714204442033"
1637500,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Point Park Crescent between Lorimer Street and South Wharf Drive approximately 24m SE of 3 Point Park Crescent, Docklands, 3008",2.96,2021-04-30,318865.21,5811743.17,2021-08-14,"-37.8237622630752, 144.94192520968656"
1639257,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Swanston Street between Elgin Street and College Crescent approximately 4m SW of 860-862 Swanston Street, Carlton, 3053",3.15,2021-04-30,320816.8,5814846.84,2021-08-14,"-37.79619128713586, 144.96485424813483"
1618853,Bollard - Timber Bollard - Maribyrnong River Reserve Land,Outdoor Furniture,Bollard,200401-067,Bollard - Timber Bollard,Parks and City Greening,City of Melbourne,,5.0,2019-09-23,318269.5,5813095.88,2021-08-14,"-37.811459540257765, 144.93550022511252"
1639772,Bicycle Rails - Stainless Steel Bicycle Hoop - Eastwood and Rankins Park,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Parks and City Greening,City of Melbourne,"Rankins Road between Robertson Street and Macaulay Road approximately 20m West of Anna Dressmaker, 171 Rankins Road, Kensington, 3031",5.0,2019-09-16,317818.12,5814987.06,2021-08-14,"-37.79433513408553, 144.93085100565608"
1610529,Tree Guard - Elliptical Tree Guard,Outdoor Furniture,Tree Guard,031101-001,Tree Guard - Elliptical Tree Guard,Infrastructure and Assets,City of Melbourne,"Swanston Street between Grattan Street and Faraday Street approximately 32m West of E Dumpling, 740 Swanston Street, Carlton, 3053",4.0,2019-03-15,320752.36,5814515.57,2021-08-14,"-37.79916256065279, 144.96404084147974"
1617589,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Chetwynd Street between Rosslyn Street and Stanley Street approximately 21m South of Max. I.T. Consulting Services Pty Ltd, Suite A, Ground, 44 Chetwynd Street, West Melbourne, 3003",3.12,2021-04-30,319717.02,5813614.27,2021-08-14,"-37.807077181516625, 144.95206370817047"
1645012,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"La Trobe Street between Adderley Street and Spencer Street approximately 39m East of CitiPower Pty Ltd, Substation, 627 La Trobe Street, Docklands, 3008",3.09,2021-04-30,319619.99,5812900.03,2021-08-14,"-37.81349147278262, 144.9507842693376"
1645033,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"La Trobe Street between Adderley Street and Spencer Street approximately 50m East of CitiPower Pty Ltd, Substation, 627 La Trobe Street, Docklands, 3008",3.09,2021-04-30,319630.37,5812904.29,2021-08-14,"-37.813455152211496, 144.95090318349546"
1772480,Bollard - Timber Bollard - Kensington Banks,Outdoor Furniture,Bollard,200401-069,Bollard - Timber Bollard - Kensington Banks,Infrastructure and Assets,City of Melbourne,Maribyrnong River Bike Trail,4.59,2021-04-30,316491.05,5814741.44,2021-08-14,"-37.796281869247146, 144.91572562309"
1780001,Security Bollard - Olympic Blvd,Outdoor Furniture,Bollard,200401-119,Security Bollard - Safetyflex Truckstopper,,,"Olympic Boulevard between Punt Road and Batman Avenue approximately 49m West of Carpark, Carpark, Olympic Park, 90 Olympic Boulevard, Melbourne, 3004",,,322615.14,5811778.04,2021-08-14,"-37.824184821080394, 144.98451641575167"
1780012,Security Bollard - Olympic Blvd,Outdoor Furniture,Bollard,200401-119,Security Bollard - Safetyflex Truckstopper,,,"Olympic Park approximately 19m West of Carpark, Carpark, Olympic Park, 90 Olympic Boulevard, Melbourne, 3004",,,322643.05,5811767.7,2021-08-14,"-37.82428338449732, 144.98483082107688"
1780084,Security Bollard - Olympic Blvd,Outdoor Furniture,Bollard,200401-119,Security Bollard - Safetyflex Truckstopper,,,"Olympic Boulevard between Punt Road and Batman Avenue approximately 78m West of Melbourne And Olympic Parks Trust, Gnd & Flr1 National Tennis Centre, Melbourne Park, 55 Olympic Boulevard, Melbourne, 3004",,,322370.41,5811836.43,2021-08-14,"-37.8236112633083, 144.9817516561876"
1780698,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,201101-027,Seat - Stainless Steel Straight Seat,Infrastructure and Assets,City of Melbourne,"Newquay Promenade approximately 15m SE of Cargo, 55A Newquay Promenade, Docklands, 3008",4.73,2021-04-30,318817.78,5812670.56,2021-08-14,"-37.8153995251029, 144.94161870607056"
1784022,Litter Bin - Solar Compactor Bin - Clean Cube - 240L - Recycle,Outdoor Furniture,Litter Bin,200201-038,Litter Bin - Solar Compactor Bin - Clean Cube - 240L,Waste and Recycling,Other,"Bourke Street between Swanston Street and Elizabeth Street approximately 15m East of Myer Melbourne, Gnd - Levels 2,5 & 7, Part Levels 4 & 6, 314-336 Bourke Street, Melbourne, 3000",,,320802.79,5812883.68,2021-08-14,"-37.81387169667483, 144.96420965894492"
1785107,Bollard - Timber Bollard - Birrarung Marr,Outdoor Furniture,Bollard,200401-067,Bollard - Timber Bollard,Parks and City Greening,City of Melbourne,Batman Avenue between Melbourne Park Tramway and Olympic Boulevard,5.0,2020-06-25,321861.0,5812214.14,2021-08-14,"-37.82010972574043, 144.97605994076585"
1785418,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Speakmen Street between Stockmans Way and Smithfield Road approximately 26m West of 221 Stockmans Way, Kensington, 3031",5.0,2021-04-30,316578.27,5814956.67,2021-08-14,"-37.794360758808054, 144.91677011835353"
1786711,Drinking Fountain - Leaf Type - Dog Bowl  - Pleasance Gardens,Outdoor Furniture,Drinking Fountain,200501-022,Drinking Fountain - Leaf Type - Dog Bowl,Parks and City Greening,City of Melbourne,"Pleasance Gardens approximately 25m North of Willowbrook, 31 Canning Street, North Melbourne, 3051",5.0,2020-08-20,319071.34,5814796.5,2021-08-14,"-37.796300658626926, 144.94502857293458"
1792600,Security Bollard - Queen Victoria Market,Outdoor Furniture,Bollard,200401-119,Security Bollard - Safetyflex Truckstopper,Infrastructure and Assets,City of Melbourne,"Therry Street between Elizabeth Street and Queen Street approximately 11m South of Meet Sando, 507 Elizabeth Street, Melbourne, 3000",5.0,2021-04-30,320389.0,5813623.07,2021-08-14,"-37.80713034762021, 144.9596948348824"
1792701,Security Bollard - Southbank Boulevard,Outdoor Furniture,Bollard,200401-119,Security Bollard - Safetyflex Truckstopper,Infrastructure and Assets,City of Melbourne,"Queensbridge Square approximately 71m East of Queensbridge Square, 1A Queens Bridge Street, Southbank, 3006",5.0,2021-04-30,320660.12,5812057.05,2021-08-14,"-37.82128952121513, 144.96238503778204"
1792702,Security Bollard - Southbank Boulevard,Outdoor Furniture,Bollard,200401-119,Security Bollard - Safetyflex Truckstopper,Infrastructure and Assets,City of Melbourne,"Queensbridge Square approximately 70m East of Queensbridge Square, 1A Queens Bridge Street, Southbank, 3006",5.0,2021-04-30,320658.93,5812056.08,2021-08-14,"-37.82129802460175, 144.96237128485697"
1792719,Security Bollard - Southbank Boulevard,Outdoor Furniture,Bollard,200401-119,Security Bollard - Safetyflex Truckstopper,Infrastructure and Assets,City of Melbourne,"Southbank Promenade approximately 21m NW of Southbank Promenade, 2 Southgate Avenue, Southbank, 3006",5.0,2021-04-30,320892.34,5812178.6,2021-08-14,"-37.82024026700501, 144.96505200491777"
1792726,Security Bollard - Southbank Boulevard,Outdoor Furniture,Bollard,200401-119,Security Bollard - Safetyflex Truckstopper,Infrastructure and Assets,City of Melbourne,"Esso House approximately 11m NW of Southbank Promenade, 2 Southgate Avenue, Southbank, 3006",5.0,2021-04-30,320895.2,5812168.84,2021-08-14,"-37.82032874125388, 144.96508206567117"
1792743,Security Bollard - Southbank Boulevard,Outdoor Furniture,Bollard,200401-119,Security Bollard - Safetyflex Truckstopper,Infrastructure and Assets,City of Melbourne,"Southgate approximately 44m NW of Quay West Suites Melbourne, Pt Gnd & Pt Lvls 5-15, 26 Southgate Avenue, Southbank, 3006",5.0,2021-04-30,321080.61,5812213.56,2021-08-14,"-37.81996229383594, 144.9671984535442"
1796801,Bollard - Removable Steel Bollard,Outdoor Furniture,Bollard,200401-051,Bollard - Removable Steel Bollard,Infrastructure and Assets,City of Melbourne,"Little Bourke Street between Spring Street and Exhibition Street approximately 4m NW of Mrs Parma's, 19 Little Bourke Street, Melbourne, 3000",5.0,2021-04-30,321477.97,5813265.31,2021-08-14,"-37.81056644487991, 144.9719697623075"
1798315,Floral Crate/Planter Box - Square Planter Box,Outdoor Furniture,Floral Crate/Planter Box,200601-003,Floral Crate/Planter Box - Square Planter Box,Infrastructure and Assets,City of Melbourne,"Little Lonsdale Street between William Street and King Street approximately 41m East of 295-309 King Street, Melbourne, 3000",5.0,2021-04-30,319955.75,5812922.31,2021-08-14,"-37.813357070438755, 144.95460199004464"
1442948,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Waste and Recycling,City of Melbourne,"Wharf Road from Todd Road approximately 18m South of Supacat Pty Ltd, 43-49 Wharf Road, Port Melbourne, 3207",2.97,2021-04-30,315953.29,5811224.49,2021-08-14,"-37.82785145166638, 144.90872783445417"
1449570,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Import Lane between Bourke Street and Collins Street approximately 22m SW of Tsukino Snizuku, 817 Bourke Street, Docklands, 3008",3.16,2021-04-30,319060.7,5812173.04,2021-08-14,"-37.81992905336696, 144.94425251933345"
1449792,Bollard - Concrete Filled Bollard - White,Outdoor Furniture,Bollard,200401-030,Bollard - Concrete Filled Bollard - White,Infrastructure and Assets,City of Melbourne,"Goldie Place between Little Bourke Street and Lonsdale Street approximately 4m NW of Rare Steakhouse Midtown, 12 Goldie Place, Melbourne, 3000",1.89,2021-04-30,320488.99,5812933.53,2021-08-14,"-37.81336102075955, 144.96065912817593"
1361139,Bollard - Steel Bollard - Standard,Outdoor Furniture,Bollard,200401-062,Bollard - Steel Bollard - Standard,Infrastructure and Assets,City of Melbourne,"North Melbourne Community Centre approximately 6m North of 51 Mark Street, North Melbourne, 3051",1.0,2021-04-30,318581.22,5815065.01,2021-08-14,"-37.79378487763905, 144.93953233852233"
1450101,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Victoria Street between Bouverie Street and Elizabeth Street approximately 7m West of Trinity College, Ground & Levels 5-6, 200 Victoria Street, Carlton, 3053",4.15,2021-04-30,320464.77,5813719.16,2021-08-14,"-37.8062797210839, 144.96057886210198"
