GIS_ID,DESCRIPTION,ASSET_CLASS,ASSET_TYPE,MODEL_NO,MODEL_DESCR,DIVISION,COMPANY,LOCATION_DESC,CONDITION_RATING,EVALUATION_DATE,EASTING,NORTHING,UploadDate,CoordinateLocation
1658026,Tree Guard - Elliptical Tree Guard,Outdoor Furniture,Tree Guard,031101-001,Tree Guard - Elliptical Tree Guard,Infrastructure and Assets,City of Melbourne,"Stewart Street between Franklin Street and A'Beckett Street approximately 43m NE of RMIT A'Beckett Urban Square, 24-46 A'Beckett Street, Melbourne, 3000",4.0,2018-10-05,320633.86,5813481.24,2021-08-14,"-37.8084560121624, 144.96243960651867"
1658033,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Therry Street between Victoria Street and Elizabeth Street approximately 24m NE of Hotel Ibis Melbourne, Hotel Ibis, 15 Therry Street, Melbourne, 3000",3.01,2021-04-30,320554.81,5813675.32,2021-08-14,"-37.80669230820675, 144.96159021293522"
1633465,Seat - Straight Seat - Wooden Battens - Type 2 - Ron Barassi Senior Park,Outdoor Furniture,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,Parks and City Greening,City of Melbourne,"Ron Barassi Senior Park approximately 28m West of Docklands Sports Club Cafe, Ron Barassi Senior Park, 492-534 Docklands Drive, Docklands, 3008",5.0,2019-09-23,318225.29,5812488.65,2021-08-14,"-37.81692025147342, 144.93484587216076"
1658818,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Collins Street between William Street and King Street approximately 12m East of CitiPower Pty Ltd, Substation, Ground, 478 Collins Street, Melbourne, 3000",3.17,2021-04-30,320299.38,5812441.19,2021-08-14,"-37.8177584420911, 144.95838413524083"
1658869,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Waste and Recycling,City of Melbourne,"Albert Street between Powlett Street and Clarendon Street approximately 3m South of Kiwi Tribeca Fish Burger Bar, Unit 9B, 178 Albert Street, East Melbourne, 3002",3.31,2021-04-30,322634.25,5813300.21,2021-08-14,"-37.810477448946784, 144.98510629023437"
1658875,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Elizabeth Street between Lonsdale Street and Little Lonsdale Street approximately 26m East of Pepper Lunch, Ground, 307-311 Elizabeth Street, Melbourne, 3000",3.16,2021-04-30,320599.01,5813158.14,2021-08-14,"-37.811359480649074, 144.961963924304"
1659136,Bollard - Timber Bollard,Outdoor Furniture,Bollard,200401-067,Bollard - Timber Bollard,Infrastructure and Assets,City of Melbourne,"South Wharf Drive between Lorimer Street and Point Park Crescent approximately 15m West of Pizze Societe, 2 South Wharf Drive, Docklands, 3008",2.96,2021-04-30,318739.6,5811768.69,2021-08-14,"-37.82350745430042, 144.94050525170746"
1636674,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Aquitania Way between Docklands Drive and Caravel Lane approximately 2m NW of Pampering Palms Studio, 2 Aquitania Way, Docklands, 3008",3.15,2021-04-30,318827.34,5812889.17,2021-08-14,"-37.81343232476381, 144.9417819421674"
1637074,Bollard - Stainless Steel Bollard - Docklands,Outdoor Furniture,Bollard,200401-058,Bollard - Stainless Steel Bollard - Docklands,Infrastructure and Assets,City of Melbourne,"Newquay Promenade approximately 24m East of Newquay Buffet And Bar, 4-6 Newquay Promenade, Docklands, 3008",3.15,2021-04-30,319050.2,5812821.29,2021-08-14,"-37.81408794743878, 144.94429529164287"
1659889,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Little Bourke Street between King Street and Spencer Street approximately 10m SW of May Yu Dessert, 1 Rose Lane, Melbourne, 3000",3.88,2021-04-30,319928.31,5812665.8,2021-08-14,"-37.81566215276581, 144.9542266566024"
1660648,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Little Bourke Street between Spring Street and Exhibition Street approximately 8m North of Hochi Mama, Ground, 35 Little Bourke Street, Melbourne, 3000",3.1,2021-04-30,321447.67,5813257.98,2021-08-14,"-37.81062654466485, 144.9716239421811"
1648749,Bollard - Timber Bollard - Lorimer Street (DOCKLANDS),Outdoor Furniture,Bollard,200401-067,Bollard - Timber Bollard,Parks and City Greening,City of Melbourne,"Array Apartments approximately 0m East of Kingston Management Group Pty Ltd, 88B Lorimer Street, Docklands, 3008",4.0,2019-09-23,319036.58,5811629.72,2021-08-14,"-37.82481814718238, 144.9438428193276"
1660831,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"La Trobe Street between Exhibition Street and Russell Street approximately 34m SE of Melbourne University, 20 La Trobe Street, Melbourne, 3000",4.11,2021-04-30,321168.28,5813505.63,2021-08-14,"-37.80834114980237, 144.96851301093685"
1639807,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Victoria Street between Cobden Street and Peel Street approximately 10m SE of 284 Victoria Street, North Melbourne, 3051",3.16,2021-04-30,320146.94,5813756.08,2021-08-14,"-37.805884618881656, 144.9569797614123"
1661025,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"A'Beckett Street between Elizabeth Street and Queen Street approximately 2m SE of Unilodge On Abeckett, Unit 1, 108 A'Beckett Street, Melbourne, 3000",3.09,2021-04-30,320436.89,5813375.19,2021-08-14,"-37.8093725380098, 144.96017708404378"
1661040,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Royal Parade between Grattan Street and Story Street approximately 16m East of Parkville Echo Services, Suite 4, 1E Royal Parade, Parkville, 3050",3.17,2021-04-30,320165.11,5814573.88,2021-08-14,"-37.798521895819775, 144.95738900207704"
1661041,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Royal Parade between Grattan Street and Story Street approximately 16m East of Parkville Echo Services, Suite 4, 1E Royal Parade, Parkville, 3050",3.17,2021-04-30,320164.86,5814572.79,2021-08-14,"-37.798531664735776, 144.95738589370382"
1661053,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Royal Parade between Grattan Street and Story Street approximately 15m East of Parkville Echo Services, Suite 4, 1E Royal Parade, Parkville, 3050",3.17,2021-04-30,320164.28,5814566.59,2021-08-14,"-37.798587396834186, 144.95737777131765"
1661546,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Waste and Recycling,City of Melbourne,"King Street between La Trobe Street and Jeffcott Street approximately 19m SE of The Moghals, 369 King Street, West Melbourne, 3003",3.28,2021-04-30,319855.02,5813085.43,2021-08-14,"-37.81186790720903, 144.95349888825913"
1672277,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,200201-013,Litter Bin - Stainless Steel 80 L Recycling Bin,Waste and Recycling,City of Melbourne,"Collins Street between Navigation Drive and Merchant Street approximately 24m East of Le-Nguyen Pho & Bakery Cafe, 818-822 Collins Street, Docklands, 3008",3.3,2021-04-30,319181.95,5812015.15,2021-08-14,"-37.82137525680183, 144.9455898556822"
1644013,Bollard - U-Shaped Steel Pipe Bollard,Outdoor Furniture,Bollard,200401-072,Bollard - U-Shaped Steel Pipe Bollard,Infrastructure and Assets,City of Melbourne,"Walsh Street between Toorak Road and Domain Road approximately 78m South of 30 Walsh Street, South Yarra, 3141",2.65,2021-04-30,322673.8,5810250.96,2021-08-14,"-37.83795150468322, 144.984808304197"
1672283,Seat - Stainless Steel Straight Seat - Docklands,Outdoor Furniture,Seat,201101-030,Seat - Stainless Steel Straight Seat - Docklands,Infrastructure and Assets,City of Melbourne,"Village Street between Bourke Street and Collins Street approximately 11m SW of Victorian Building Authority, 78 Village Street, Docklands, 3008",3.3,2021-04-30,319488.53,5812297.76,2021-08-14,"-37.81889037073531, 144.9491415536624"
1659134,Bollard - Timber Bollard,Outdoor Furniture,Bollard,200401-067,Bollard - Timber Bollard,Infrastructure and Assets,City of Melbourne,"Intersection of Lorimer Street and Hartley Street approximately 21m East of 120 Lorimer Street, Docklands, 3008",2.56,2021-04-30,318733.99,5811757.83,2021-08-14,"-37.82360415960321, 144.94043882876363"
1644859,Bollard - Timber Bollard - Southbank Boulevard (SOUTHBANK),Outdoor Furniture,Bollard,200401-067,Bollard - Timber Bollard,Parks and City Greening,City of Melbourne,"Intersection of Southbank Boulevard and Moore Street approximately 14m SE of Kimi's, Ground, 20 Kavanagh Street, Southbank, 3006",3.0,2019-08-29,320988.21,5811865.78,2021-08-14,"-37.82307679663413, 144.96606325496984"
1673077,Floral Crate - unspecified - Collins Street (MELBOURNE),Outdoor Furniture,Floral Crate/Planter Box,200601-000,Floral Crate - unspecified,Parks and City Greening,City of Melbourne,"Collins Street between Exhibition Street and Russell Street approximately 16m West of Franck Muller, Shop 2, 119 Collins Street, Melbourne, 3000",4.0,2019-02-09,321289.17,5812805.67,2021-08-14,"-37.814669721501865, 144.96971279094993"
1673118,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Waste and Recycling,City of Melbourne,"Clarke Street between City Road and Catherine Street approximately 13m North of Interior Secrets, 48 Clarke Street, Southbank, 3006",3.34,2021-04-30,320394.03,5811401.74,2021-08-14,"-37.827139857268754, 144.95920094631396"
1673122,Tree Guard - Elliptical Tree Guard,Outdoor Furniture,Tree Guard,031101-001,Tree Guard - Elliptical Tree Guard,Infrastructure and Assets,City of Melbourne,"La Trobe Street between Elizabeth Street and Queen Street approximately 5m West of St Verena & St Bishoy, Ground & Level 1-3, 285 La Trobe Street, Melbourne, 3000",4.0,2019-03-27,320488.8,5813238.07,2021-08-14,"-37.81061784991071, 144.96073245206674"
1673124,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"La Trobe Street between Elizabeth Street and Queen Street approximately 4m North of Magic Cuisine, 331 La Trobe Street, Melbourne, 3000",3.16,2021-04-30,320397.78,5813202.76,2021-08-14,"-37.81091800209229, 144.95969030128882"
1645194,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Little William Street between Bourke Street and Little Bourke Street approximately 37m NE of Ab's Barber Shop, Ground, 162 William Street, Melbourne, 3000",3.09,2021-04-30,320305.7,5812742.1,2021-08-14,"-37.81504925573276, 144.95853056994315"
1673421,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"City Road between Southgate Avenue and Sturt Street approximately 9m West of These Are The Projects We Do Together Pty Ltd/Testing Grounds, 1-23 City Road, Southbank, 3006",2.99,2021-04-30,321105.84,5812075.7,2021-08-14,"-37.82120901221494, 144.96745087356123"
1717217,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Waste and Recycling,City of Melbourne,"Domain Road between St Kilda Road and Dallas Brooks Drive approximately 79m West of Melbourne Grammar School, Senior School, Melbourne Grammar School, 47 Domain Road, Melbourne, 3004",3.36,2021-04-30,321788.46,5810771.3,2021-08-14,"-37.83309197875843, 144.97488096385658"
1721288,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"La Trobe Street between William Street and King Street approximately 31m North of 330 King Street, Melbourne, 3000",4.09,2021-04-30,319913.91,5813040.24,2021-08-14,"-37.81228657159864, 144.95415626799132"
1721292,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"La Trobe Street between William Street and King Street approximately 33m NE of 330 King Street, Melbourne, 3000",3.09,2021-04-30,319942.4,5813026.19,2021-08-14,"-37.812418745640784, 144.95447624223627"
1721313,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Lonsdale Street between Elizabeth Street and Queen Street approximately 4m South of Ground, 370-372 Lonsdale Street, Melbourne, 3000",4.16,2021-04-30,320555.52,5813040.84,2021-08-14,"-37.8124075096397, 144.9614410931478"
1648792,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Lonsdale Street between Elizabeth Street and Queen Street approximately 7m NE of Ace Mart, Ground, 365 Lonsdale Street, Melbourne, 3000",3.16,2021-04-30,320583.11,5813025.85,2021-08-14,"-37.812547954407265, 144.96175063052212"
1722180,Tree Guard - Elliptical Tree Guard,Outdoor Furniture,Tree Guard,031101-001,Tree Guard - Elliptical Tree Guard,Infrastructure and Assets,City of Melbourne,"Collins Street between William Street and King Street approximately 81m SW of CitiPower Pty Ltd, Substation, Ground, 478 Collins Street, Melbourne, 3000",4.0,2019-01-04,320224.5,5812390.12,2021-08-14,"-37.818203706365885, 144.9575212245372"
1656149,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Grattan Street between Swanston Street and Bouverie Street approximately 26m North of Teaser Carlton, 163 Grattan Street, Carlton, 3053",3.11,2021-04-30,320703.2,5814391.34,2021-08-14,"-37.80027191310153, 144.96345205322214"
1722631,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Queen Street between Little Lonsdale Street and La Trobe Street approximately 10m NW of Victoria University, 300 Queen Street, Melbourne, 3000",3.11,2021-04-30,320367.23,5813121.5,2021-08-14,"-37.811643937695095, 144.95932329725764"
1722867,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Spencer Street between Little Bourke Street and Lonsdale Street approximately 13m NW of Far East Consortium (Australia) Pty Ltd, Shop 105T, LwrGround, 214 Spencer Street, Melbourne, 3000",4.12,2021-04-30,319798.75,5812660.77,2021-08-14,"-37.81568189210696, 144.95275435213674"
1723219,Bollard - Removable Bollard Socket - Type 1,Outdoor Furniture,Bollard,200401-050,Bollard - Removable Bollard Socket - Type 1,Infrastructure and Assets,City of Melbourne,"PH8036 between Cohen Place and Smythe Lane approximately 12m North of Chinese Museum, The Museum Of Australian Chinese History, 20-24 Cohen Place, Melbourne, 3000",2.89,2021-04-30,321224.28,5813248.08,2021-08-14,"-37.810672002325234, 144.969085225377"
1723253,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Pelham Street between Leicester Street and Barry Street approximately 14m NE of Telstra Carlton Exchange, 183 Pelham Street, Carlton, 3053",3.12,2021-04-30,320441.08,5814178.04,2021-08-14,"-37.80214171253509, 144.96042363465816"
1724487,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Exhibition Street between Little Bourke Street and Lonsdale Street approximately 28m East of Yamato Japanese Restaurant, 223 Exhibition Street, Melbourne, 3000",3.13,2021-04-30,321306.96,5813260.73,2021-08-14,"-37.81057424383396, 144.9700270596103"
1658817,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Collins Street between William Street and King Street approximately 11m East of CitiPower Pty Ltd, Substation, Ground, 478 Collins Street, Melbourne, 3000",3.17,2021-04-30,320298.97,5812440.99,2021-08-14,"-37.81776016285802, 144.9583794302268"
